file,sentence_id,before_preprocess,after_preprocess,tokens
LIPITOR.562.txt,7,When I told him that I was still getting the muscle pains occasionally a couple weeks after I stopped taking it he said I was crazy.,when i told him that i was still getting the muscle pains occasionally a couple weeks after i stopped taking it he said i was crazy.,"['when', 'i', 'told', 'him', 'that', 'i', 'was', 'still', 'getting', 'the', 'muscle', 'pains', 'occasionally', 'a', 'couple', 'weeks', 'after', 'i', 'stopped', 'taking', 'it', 'he', 'said', 'i', 'was', 'crazy', '.']"
LIPITOR.562.txt,8,I'm now afraid to take any of the Cholesterol drugs.,i'm now afraid to take any of the cholesterol drugs.,"['i', ""'m"", 'now', 'afraid', 'to', 'take', 'any', 'of', 'the', 'cholesterol', 'drugs', '.']"
LIPITOR.562.txt,9,Every one that I've tried has had some really bad side effects.,every one that i've tried has had some really bad side effects.,"['every', 'one', 'that', 'i', ""'ve"", 'tried', 'has', 'had', 'some', 'really', 'bad', 'side', 'effects', '.']"
LIPITOR.563.txt,1,I have been taking lipitor for 3 years.,i have been taking lipitor for 3 years.,"['i', 'have', 'been', 'taking', 'lipitor', 'for', '3', 'years', '.']"
LIPITOR.563.txt,2,I though the side effects was just me.,i though the side effects was just me.,"['i', 'though', 'the', 'side', 'effects', 'was', 'just', 'me', '.']"
LIPITOR.563.txt,3,It wasn't until I talked to a friend,it wasn't until i talked to a friend,"['it', 'was', ""n't"", 'until', 'i', 'talked', 'to', 'a', 'friend']"
LIPITOR.563.txt,4,"and she told me about her boyfriends side effects, it was like she was talking ab out me.","and she told me about her boyfriends side effects, it was like she was talking ab out me.","['and', 'she', 'told', 'me', 'about', 'her', 'boyfriends', 'side', 'effects', ',', 'it', 'was', 'like', 'she', 'was', 'talking', 'ab', 'out', 'me', '.']"
LIPITOR.563.txt,5,"Memory loss, joint pain, swollen feet and hands, sore ribs, inability to sleep well, no sex drive, moodiness, always tired, lack of energy, increased heart rate, headaches every day, and dry joints.","memory loss, joint pain, swollen feet and hands, sore ribs, inability to sleep well, no sex drive, moodiness, always tired, lack of energy, increased heart rate, headaches every day, and dry joints.","['memory', 'loss', ',', 'joint', 'pain', ',', 'swollen', 'feet', 'and', 'hands', ',', 'sore', 'ribs', ',', 'inability', 'to', 'sleep', 'well', ',', 'no', 'sex', 'drive', ',', 'moodiness', ',', 'always', 'tired', ',', 'lack', 'of', 'energy', ',', 'increased', 'heart', 'rate', ',', 'headaches', 'every', 'day', ',', 'and', 'dry', 'joints', '.']"
LIPITOR.563.txt,6,This all became worst when my dose was increased from 40mg to 80 mg 3 months ago.,this all became worst when my dose was increased from 40mg to 80 milligrams 3 months ago.,"['this', 'all', 'became', 'worst', 'when', 'my', 'dose', 'was', 'increased', 'from', '40', 'mg', 'to', '80', 'milligrams', '3', 'months', 'ago', '.']"
LIPITOR.563.txt,7,I have now decided to try other methods to reduce my cholesterol.,i have now decided to try other methods to reduce my cholesterol.,"['i', 'have', 'now', 'decided', 'to', 'try', 'other', 'methods', 'to', 'reduce', 'my', 'cholesterol', '.']"
LIPITOR.563.txt,8,(Mine is hereditary).,mine is hereditary .,"['mine', 'is', 'hereditary', '.']"
LIPITOR.563.txt,9,"I have a wonderful chiro whom suggested I try lecithin, with Omega 3, and Vit C.
Here goes, I hope to be to get back to my walk of 6km a day.","i have a wonderful chiro whom suggested i try lecithin, with omega 3, and vit c. here goes, i hope to be to get back to my walk of 6km a day.","['i', 'have', 'a', 'wonderful', 'chiro', 'whom', 'suggested', 'i', 'try', 'lecithin', ',', 'with', 'omega', '3', ',', 'and', 'vit', 'c.', 'here', 'goes', ',', 'i', 'hope', 'to', 'be', 'to', 'get', 'back', 'to', 'my', 'walk', 'of', '6', 'km', 'a', 'day', '.']"
LIPITOR.564.txt,1,"imence pain in legs,calf,feet,cramping in legs and feet,even toes,,armpain,swelling,extreme heaviness in limbs,backache,bloody noes, high cpk, my short term memory is terrible,confusion.","imence pain in legs,calf,feet,cramping in legs and feet,even toes,,armpain,swelling,extreme heaviness in limbs,backache,bloody noes, high cpk, my short term memory is terrible,confusion.","['imence', 'pain', 'in', 'legs', ',', 'calf', ',', 'feet', ',', 'cramping', 'in', 'legs', 'and', 'feet', ',', 'even', 'toes,,armpain', ',', 'swelling', ',', 'extreme', 'heaviness', 'in', 'limbs', ',', 'backache', ',', 'bloody', 'noes', ',', 'high', 'cpk', ',', 'my', 'short', 'term', 'memory', 'is', 'terrible', ',', 'confusion', '.']"
LIPITOR.564.txt,2,"tingling,buzzing in limbs,big time depression.","tingling,buzzing in limbs,big time depression.","['tingling', ',', 'buzzing', 'in', 'limbs', ',', 'big', 'time', 'depression', '.']"
LIPITOR.564.txt,3,The list is endless.,the list is endless.,"['the', 'list', 'is', 'endless', '.']"
LIPITOR.564.txt,4,I seem to get a little relief and wack.,i seem to get a little relief and wack.,"['i', 'seem', 'to', 'get', 'a', 'little', 'relief', 'and', 'wack', '.']"
LIPITOR.564.txt,5,Right back again.,right back again.,"['right', 'back', 'again', '.']"
LIPITOR.564.txt,6,I have been off it approx 5 weeks.,i have been off it approx 5 weeks.,"['i', 'have', 'been', 'off', 'it', 'approx', '5', 'weeks', '.']"
LIPITOR.564.txt,7,"I have been to neurologists and had emg,bone Dr.for xrays primary Dr And now the major hospital to the big guys.","i have been to neurologists and had emg,bone doctorfor xrays primary doctor and now the major hospital to the big guys.","['i', 'have', 'been', 'to', 'neurologists', 'and', 'had', 'emg', ',', 'bone', 'doctorfor', 'xrays', 'primary', 'doctor', 'and', 'now', 'the', 'major', 'hospital', 'to', 'the', 'big', 'guys', '.']"
LIPITOR.564.txt,8,I will have a more intense emg,i will have a more intense emg,"['i', 'will', 'have', 'a', 'more', 'intense', 'emg']"
LIPITOR.564.txt,9,and then they will do biopsies on my limbs and thigh.,and then they will do biopsies on my limbs and thigh.,"['and', 'then', 'they', 'will', 'do', 'biopsies', 'on', 'my', 'limbs', 'and', 'thigh', '.']"
LIPITOR.564.txt,10,not one Dr will blame Lipitor.,not one doctor will blame lipitor.,"['not', 'one', 'doctor', 'will', 'blame', 'lipitor', '.']"
LIPITOR.564.txt,11,I guess it's the forbidden word to say if it's something negetive.,i guess it's the forbidden word to say if it's something negetive.,"['i', 'guess', 'it', ""'s"", 'the', 'forbidden', 'word', 'to', 'say', 'if', 'it', ""'s"", 'something', 'negetive', '.']"
LIPITOR.564.txt,12,This stuff is definitely for everybody.,this stuff is definitely for everybody.,"['this', 'stuff', 'is', 'definitely', 'for', 'everybody', '.']"
LIPITOR.564.txt,13,By the way I was only on it approx 4 months.,by the way i was only on it approx 4 months.,"['by', 'the', 'way', 'i', 'was', 'only', 'on', 'it', 'approx', '4', 'months', '.']"
LIPITOR.564.txt,14,Sad to read so many people are suffering from side effects of this but good to know I am not nuts and I am not alone.,sad to read so many people are suffering from side effects of this but good to know i am not nuts and i am not alone.,"['sad', 'to', 'read', 'so', 'many', 'people', 'are', 'suffering', 'from', 'side', 'effects', 'of', 'this', 'but', 'good', 'to', 'know', 'i', 'am', 'not', 'nuts', 'and', 'i', 'am', 'not', 'alone', '.']"
LIPITOR.564.txt,15,A huge money maker,a huge money maker,"['a', 'huge', 'money', 'maker']"
LIPITOR.564.txt,16,so I doubt it will ever be taken off the market.,so i doubt it will ever be taken off the market.,"['so', 'i', 'doubt', 'it', 'will', 'ever', 'be', 'taken', 'off', 'the', 'market', '.']"
LIPITOR.564.txt,17,I've read short term and long term users of this stuff.,i've read short term and long term users of this stuff.,"['i', ""'ve"", 'read', 'short', 'term', 'and', 'long', 'term', 'users', 'of', 'this', 'stuff', '.']"
LIPITOR.564.txt,18,I am beginnig to wonder if it's just a matter of time for everyone who's on it.,i am beginnig to wonder if it's just a matter of time for everyone who's on it.,"['i', 'am', 'beginnig', 'to', 'wonder', 'if', 'it', ""'s"", 'just', 'a', 'matter', 'of', 'time', 'for', 'everyone', 'who', ""'s"", 'on', 'it', '.']"
LIPITOR.565.txt,1,"Had no side effects, liver tests always normal.","had no side effects, liver tests always normal.","['had', 'no', 'side', 'effects', ',', 'liver', 'tests', 'always', 'normal', '.']"
LIPITOR.565.txt,2,"Would give it a '5', but it isn't the best med for me.","would give it a '5', but it isn't the best med for me.","['would', 'give', 'it', 'a', ""'"", '5', ""'"", ',', 'but', 'it', 'is', ""n't"", 'the', 'best', 'med', 'for', 'me', '.']"
LIPITOR.565.txt,3,Triglycerides and cholesterol were getting worse every year; diet/exercise did not help much.,triglycerides and cholesterol were getting worse every year diet exercise did not help much.,"['triglycerides', 'and', 'cholesterol', 'were', 'getting', 'worse', 'every', 'year', 'diet', 'exercise', 'did', 'not', 'help', 'much', '.']"
LIPITOR.565.txt,4,"First on Lopid (Gemfibrozil) which worked OK, but had gall bladder out as a result!","first on lopid gemfibrozil which worked ok, but had gall bladder out as a result!","['first', 'on', 'lopid', 'gemfibrozil', 'which', 'worked', 'ok', ',', 'but', 'had', 'gall', 'bladder', 'out', 'as', 'a', 'result', '!']"
LIPITOR.565.txt,5,Doc put me on Lipitor.,doc put me on lipitor.,"['doc', 'put', 'me', 'on', 'lipitor', '.']"
LIPITOR.565.txt,6,"While it did help get the overall numbers down somewhat, I am still very high.","while it did help get the overall numbers down somewhat, i am still very high.","['while', 'it', 'did', 'help', 'get', 'the', 'overall', 'numbers', 'down', 'somewhat', ',', 'i', 'am', 'still', 'very', 'high', '.']"
LIPITOR.565.txt,7,(Untreated TG 1700; w/drug 700-1100.,untreated tg 1700 w drug 700-1100.,"['untreated', 'tg', '1700', 'w', 'drug', '700', '-', '1100', '.']"
LIPITOR.565.txt,8,Chol too high to measure came down to 280-350.,chol too high to measure came down to 280-350.,"['chol', 'too', 'high', 'to', 'measure', 'came', 'down', 'to', '280', '-', '350', '.']"
LIPITOR.565.txt,9,"Cardiologist now switching me to Tricor (scary) which is working better for my particular situation, but not as pleasant to take.","cardiologist now switching me to tricor scary which is working better for my particular situation, but not as pleasant to take.","['cardiologist', 'now', 'switching', 'me', 'to', 'tricor', 'scary', 'which', 'is', 'working', 'better', 'for', 'my', 'particular', 'situation', ',', 'but', 'not', 'as', 'pleasant', 'to', 'take', '.']"
LIPITOR.566.txt,1,On Lipitor immediately after heart attack.,on lipitor immediately after heart attack.,"['on', 'lipitor', 'immediately', 'after', 'heart', 'attack', '.']"
LIPITOR.566.txt,2,"Did not realize how stunned I was mentally and physically, till I stopped taking it because of extreme muscle weakness.","did not realize how stunned i was mentally and physically, till i stopped taking it because of extreme muscle weakness.","['did', 'not', 'realize', 'how', 'stunned', 'i', 'was', 'mentally', 'and', 'physically', ',', 'till', 'i', 'stopped', 'taking', 'it', 'because', 'of', 'extreme', 'muscle', 'weakness', '.']"
LIPITOR.566.txt,3,"Mental clarity, reading comprehension, short term memory improved quickly and chest and heart feels normal again.","mental clarity, reading comprehension, short term memory improved quickly and chest and heart feels normal again.","['mental', 'clarity', ',', 'reading', 'comprehension', ',', 'short', 'term', 'memory', 'improved', 'quickly', 'and', 'chest', 'and', 'heart', 'feels', 'normal', 'again', '.']"
LIPITOR.566.txt,4,Have been off Lipitor for 3 weeks and have not needed Nitro since.,have been off lipitor for 3 weeks and have not needed nitro since.,"['have', 'been', 'off', 'lipitor', 'for', '3', 'weeks', 'and', 'have', 'not', 'needed', 'nitro', 'since', '.']"
LIPITOR.566.txt,5,Still have soreness and weakness in thighs from walking short distances and am still not as sharp mentally as I was previously.,still have soreness and weakness in thighs from walking short distances and am still not as sharp mentally as i was previously.,"['still', 'have', 'soreness', 'and', 'weakness', 'in', 'thighs', 'from', 'walking', 'short', 'distances', 'and', 'am', 'still', 'not', 'as', 'sharp', 'mentally', 'as', 'i', 'was', 'previously', '.']"
LIPITOR.566.txt,6,Suspect slip in vision related to Lipitor since vision is slowing improving.,suspect slip in vision related to lipitor since vision is slowing improving.,"['suspect', 'slip', 'in', 'vision', 'related', 'to', 'lipitor', 'since', 'vision', 'is', 'slowing', 'improving', '.']"
LIPITOR.566.txt,7,The worst thing about this insidious drug was that I did not realize how badly it was effecting me!,the worst thing about this insidious drug was that i did not realize how badly it was effecting me!,"['the', 'worst', 'thing', 'about', 'this', 'insidious', 'drug', 'was', 'that', 'i', 'did', 'not', 'realize', 'how', 'badly', 'it', 'was', 'effecting', 'me', '!']"
LIPITOR.566.txt,8,Thought that this was how bad you felt after a heart attack and that I was tolerating the medication well.,thought that this was how bad you felt after a heart attack and that i was tolerating the medication well.,"['thought', 'that', 'this', 'was', 'how', 'bad', 'you', 'felt', 'after', 'a', 'heart', 'attack', 'and', 'that', 'i', 'was', 'tolerating', 'the', 'medication', 'well', '.']"
LIPITOR.567.txt,1,my legs and arms started going numb and tingling.,my legs and arms started going numb and tingling.,"['my', 'legs', 'and', 'arms', 'started', 'going', 'numb', 'and', 'tingling', '.']"
LIPITOR.567.txt,2,"extreme fatigue, some concentration problems and feeling stupid .","extreme fatigue, some concentration problems and feeling stupid .","['extreme', 'fatigue', ',', 'some', 'concentration', 'problems', 'and', 'feeling', 'stupid', '.']"
LIPITOR.567.txt,3,doctor said no way could it be possible it was a side effect.,doctor said no way could it be possible it was a side effect.,"['doctor', 'said', 'no', 'way', 'could', 'it', 'be', 'possible', 'it', 'was', 'a', 'side', 'effect', '.']"
LIPITOR.567.txt,4,"no way, no how.","no way, no how.","['no', 'way', ',', 'no', 'how', '.']"
LIPITOR.567.txt,5,after four months i stopped taking it figuring i had nothing to lose.,after four months i stopped taking it figuring i had nothing to lose.,"['after', 'four', 'months', 'i', 'stopped', 'taking', 'it', 'figuring', 'i', 'had', 'nothing', 'to', 'lose', '.']"
LIPITOR.567.txt,6,after three weeks symptons have almost gone away.,after three weeks symptons have almost gone away.,"['after', 'three', 'weeks', 'symptons', 'have', 'almost', 'gone', 'away', '.']"
LIPITOR.567.txt,7,no way no how would i take this drug again.,no way no how would i take this drug again.,"['no', 'way', 'no', 'how', 'would', 'i', 'take', 'this', 'drug', 'again', '.']"
LIPITOR.568.txt,1,"Extremely dry mouth, severe joint aches, muscle cramps in lower legs, sever swelling of feet, hands and ankles, difficulty breathing, tired, memory loss, mild depression, diminished eyesight.","extremely dry mouth, severe joint aches, muscle cramps in lower legs, sever swelling of feet, hands and ankles, difficulty breathing, tired, memory loss, mild depression, diminished eyesight.","['extremely', 'dry', 'mouth', ',', 'severe', 'joint', 'aches', ',', 'muscle', 'cramps', 'in', 'lower', 'legs', ',', 'sever', 'swelling', 'of', 'feet', ',', 'hands', 'and', 'ankles', ',', 'difficulty', 'breathing', ',', 'tired', ',', 'memory', 'loss', ',', 'mild', 'depression', ',', 'diminished', 'eyesight', '.']"
